ID,Annee_naissance,Niveau_Education,Statut_Marital,Revenu,Nb_Enfants,Nb_Ado,Nbjour_Dernier_Achat,Montant_Vins,Montant_Fruits,Montant_Viandes,Montant_Poissons,Montant_Sucreries,Montant_Or,NbAchat_Remise,NbAchat_SiteWeb,NbAchat_Catalogue,NbAchat_Magasin,NbVisit_SiteWebCeMois,Campagne3,Campagne4,Campagne5,Campagne1,Campagne2,Reponse,Plaintes,Pays,Montant_Total,Date_Enrollement,Age,Groupe_Age,Revenu_Manquant,NbAchat_Total
2114,1946,PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,False,False,True,True,False,True,False,USA,1315,2012-11-24,68,60+,False,26
4261,1946,PhD,Single,82800.0,0,0,23,1006,22,115,59,68,45,1,7,6,12,3,False,False,True,True,False,True,False,Saudi Arabia,1315,2012-11-24,68,60+,False,26
2457,1975,Basic,Married,30801.0,0,1,23,8,4,5,15,2,11,2,1,0,3,7,False,False,False,False,False,False,False,Spain,45,2012-10-26,39,35-45,False,6
2495,1974,Master,Married,83891.0,0,1,24,217,38,350,111,85,15,1,4,7,10,1,False,False,False,False,False,False,False,Spain,816,2014-06-20,40,35-45,False,22
6983,1950,Master,Divorced,38054.0,1,1,24,23,2,17,2,1,0,2,2,0,3,7,False,False,False,False,False,False,False,India,45,2014-05-01,64,60+,False,7
3436,1969,Graduate,Married,14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,False,False,False,False,False,False,False,Spain,20,2014-01-26,45,35-45,False,5
7505,1957,PhD,Married,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,False,False,False,False,False,False,False,Spain,46,2014-01-19,57,45-60,False,5
4286,1970,PhD,Single,57642.0,0,1,24,580,6,58,8,0,27,3,7,6,6,4,True,False,False,False,False,False,False,India,679,2014-01-09,44,35-45,False,22
7224,1977,Graduate,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,False,False,False,False,False,False,False,India,31,2013-12-29,37,35-45,False,6
6215,1977,Graduate,Married,31353.0,1,1,24,10,0,10,3,1,7,2,1,1,2,8,False,False,False,False,False,True,False,Saudi Arabia,31,2013-12-29,37,35-45,False,6
968,1968,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,False,False,False,False,False,False,False,Australia,187,2013-12-26,46,45-60,False,12
4096,1968,Master,Divorced,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,False,False,False,False,False,False,False,USA,187,2013-12-26,46,45-60,False,12
3153,1957,PhD,Single,40737.0,2,1,24,11,0,4,0,0,2,1,1,0,2,8,False,False,False,False,False,False,False,Saudi Arabia,17,2013-12-08,57,45-60,False,4
6504,1975,2n Cycle,Married,19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,True,False,False,False,False,False,False,Spain,78,2013-11-20,39,35-45,False,9
5329,1949,PhD,Divorced,35946.0,1,1,24,8,0,3,0,0,0,1,0,0,3,5,False,False,False,False,False,False,False,Australia,11,2013-09-27,65,60+,False,4
1175,1983,Master,Married,36262.0,0,0,24,88,39,54,64,28,153,1,3,5,3,6,True,False,False,False,False,True,False,Spain,426,2013-09-20,31,25-35,False,12
1377,1954,Master,Widow,44551.0,0,1,24,182,4,33,0,0,66,2,4,1,5,7,False,False,False,False,False,False,False,Saudi Arabia,285,2013-08-31,60,45-60,False,12
4607,1959,Graduate,Married,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,False,False,False,False,False,False,False,Spain,777,2013-08-23,55,45-60,False,17
4944,1959,Graduate,Married,71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,False,False,False,False,False,False,False,Spain,777,2013-08-23,55,45-60,False,17
9483,1959,Graduate,Married,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,False,False,False,False,False,False,True,Canada,637,2013-08-19,55,45-60,False,25
1378,1972,2n Cycle,Married,50334.0,0,1,24,284,16,160,84,16,134,6,7,4,6,6,False,False,False,False,False,False,False,Saudi Arabia,694,2013-07-24,42,35-45,False,23
5991,1949,Master,Married,48150.0,0,1,24,173,2,39,3,2,47,3,5,1,4,7,False,False,False,False,False,False,False,Germany,266,2013-06-08,65,60+,False,13
2807,1969,Graduate,Married,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,False,False,False,False,False,False,False,Spain,1001,2013-02-16,45,35-45,False,27
1052,1969,Graduate,Married,56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,False,False,False,False,False,False,False,Australia,1001,2013-02-16,45,35-45,False,27
9760,1963,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,False,False,False,False,False,True,False,Saudi Arabia,1198,2013-01-25,51,45-60,False,31
7101,1963,PhD,Widow,52278.0,0,1,24,953,0,71,0,0,174,6,10,5,10,8,False,False,False,False,False,False,False,Spain,1198,2013-01-25,51,45-60,False,31
9909,1996,2n Cycle,Married,7500.0,0,0,24,3,18,14,15,22,50,3,3,1,3,9,False,False,False,False,False,True,False,Australia,122,2012-11-09,18,,False,10
5907,1952,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,1,1,0,2,8,False,False,False,False,False,False,False,Spain,18,2012-11-03,62,60+,False,4
793,1973,Graduate,Married,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,False,False,False,False,False,False,False,Australia,45,2012-10-06,41,35-45,False,6
8832,1976,Master,Married,37509.0,1,0,24,37,5,56,12,8,5,2,3,0,4,7,False,False,False,False,False,False,False,Germany,123,2012-09-12,38,35-45,False,9
2535,1978,Master,Married,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,False,True,True,True,False,True,False,Spain,844,2012-08-18,36,35-45,False,20
1523,1973,Graduate,Married,59041.0,1,1,25,69,2,15,2,2,6,2,2,0,4,5,False,False,False,False,False,False,False,Saudi Arabia,96,2014-05-07,41,35-45,False,8
1839,1974,Graduate,Single,43322.0,0,0,25,56,7,48,10,2,18,1,3,0,4,7,False,False,False,False,False,False,False,India,141,2014-04-21,40,35-45,False,8
9972,1955,PhD,Married,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,True,False,False,False,True,False,False,Saudi Arabia,46,2014-04-13,59,45-60,False,5
2945,1955,PhD,Married,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,True,False,False,False,True,False,False,Canada,46,2014-04-13,59,45-60,False,5
9291,1959,Master,Married,34242.0,0,1,25,8,2,4,0,0,1,1,0,0,3,5,False,False,False,False,False,False,False,Spain,15,2014-03-23,55,45-60,False,4
2829,1955,Graduate,Married,65210.0,0,1,25,626,0,70,0,7,28,2,9,3,8,6,False,True,False,True,False,False,False,Canada,731,2014-03-10,59,45-60,False,22
8594,1958,PhD,Widow,50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,False,False,False,False,False,False,False,Spain,135,2014-01-28,56,45-60,False,9
1592,1970,Graduate,Married,90765.0,0,0,25,547,99,812,151,82,33,0,4,6,5,1,False,False,True,True,False,False,False,Canada,1724,2014-01-24,44,35-45,False,15
4310,1944,Graduate,Married,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,False,False,False,True,False,True,False,Australia,1428,2014-01-22,70,60+,False,21
6950,1958,Master,Married,49572.0,1,1,25,35,1,16,0,1,1,2,2,0,3,7,False,False,False,False,False,False,False,Canada,54,2013-12-15,56,45-60,False,7
8492,1978,Graduate,Married,75437.0,0,0,25,795,0,545,95,58,0,1,8,4,10,6,False,False,False,True,False,False,False,Spain,1493,2013-11-09,36,35-45,False,23
5684,1971,Master,Divorced,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,False,False,False,False,False,False,False,Spain,68,2013-10-11,43,35-45,False,7
5909,1964,Graduate,Married,58512.0,0,1,25,895,10,101,13,0,152,5,3,4,8,8,False,False,False,False,False,False,False,Germany,1171,2013-09-19,50,45-60,False,20
9855,1952,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1,6,6,13,4,False,False,False,True,False,False,False,Spain,1020,2013-08-25,62,60+,False,26
975,1956,Graduate,Single,54252.0,1,1,25,178,4,26,8,4,44,5,4,1,5,6,False,False,False,False,False,False,False,Australia,264,2013-05-28,58,45-60,False,15
8754,1974,PhD,Married,45068.0,0,1,25,14,0,3,0,0,3,1,1,0,2,7,False,False,False,False,False,False,False,Spain,20,2013-05-16,40,35-45,False,4
1456,1979,Graduate,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,False,False,False,False,False,False,False,India,1180,2013-04-01,35,25-35,False,31
2849,1979,Graduate,Single,60474.0,0,1,25,265,199,303,234,9,170,7,10,2,12,7,False,False,False,False,False,False,False,Canada,1180,2013-04-01,35,25-35,False,31
9984,1981,2n Cycle,Married,56337.0,1,1,25,349,16,144,28,5,182,5,8,5,4,8,True,False,False,True,False,True,False,Spain,724,2013-03-27,33,25-35,False,22
5527,1987,Graduate,Married,22434.0,1,0,25,4,12,11,3,13,15,2,2,0,3,8,False,False,False,False,False,False,False,Spain,58,2013-02-13,27,25-35,False,7
5628,1982,Graduate,Married,61416.0,0,0,25,848,154,323,201,61,78,1,10,3,10,6,True,False,False,False,False,False,False,USA,1665,2013-02-08,32,25-35,False,24
7627,1975,Master,Married,92163.0,0,0,25,817,183,797,106,163,20,0,5,11,5,2,False,False,True,True,False,True,False,Spain,2086,2012-12-12,39,35-45,False,21
1351,1956,Master,Married,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,False,False,True,False,False,False,False,Spain,1220,2012-09-20,58,45-60,False,32
10629,1973,2n Cycle,Married,36807.0,1,0,25,25,3,43,17,4,17,3,3,0,3,8,False,False,False,False,False,False,False,Germany,109,2012-09-14,41,35-45,True,9
10395,1986,Basic,Single,8940.0,1,0,25,1,45,3,4,6,42,3,3,1,3,8,False,False,False,False,False,False,False,Spain,101,2012-08-22,28,25-35,False,10
6961,1974,Graduate,Married,26751.0,2,0,26,1,1,5,0,3,1,1,1,0,2,8,False,False,False,False,False,False,False,Spain,11,2014-05-22,40,35-45,False,4
10196,1978,Graduate,Married,71427.0,2,0,26,212,123,177,15,64,23,2,8,2,8,4,False,False,False,False,False,False,False,USA,614,2014-03-12,36,35-45,False,20
6182,1984,Graduate,Married,26646.0,1,0,26,11,4,20,10,3,5,2,2,0,4,6,False,False,False,False,False,False,False,USA,53,2014-02-10,30,25-35,False,8
10432,1974,Graduate,Divorced,19346.0,1,0,26,2,0,9,3,6,2,1,1,0,3,8,False,False,False,False,False,False,False,Canada,22,2014-01-30,40,35-45,False,5
1542,1975,Graduate,Single,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,False,False,False,False,False,False,False,USA,396,2013-12-30,39,35-45,False,20
4220,1970,PhD,Married,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,False,False,False,False,False,False,False,Canada,87,2013-11-02,44,35-45,False,7
4141,1965,Graduate,Married,71613.0,0,0,26,426,49,127,111,21,42,1,8,2,10,4,False,False,False,False,False,False,False,USA,776,2013-08-21,49,45-60,False,21
1940,1986,Graduate,Married,25252.0,1,0,26,1,3,4,2,2,6,1,1,0,2,8,False,False,False,False,False,False,False,Australia,18,2013-07-12,28,25-35,False,4
1506,1975,Graduate,Single,42160.0,1,1,26,48,9,45,3,15,20,4,2,1,4,6,False,False,False,False,False,True,False,Spain,140,2013-06-28,39,35-45,False,11
6347,1979,Basic,Single,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,False,False,False,False,False,False,False,Spain,36,2013-06-27,35,25-35,False,5
1361,1974,Master,Married,82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,False,True,True,False,False,True,False,Spain,1435,2013-06-04,40,35-45,False,16
9422,1989,Graduate,Married,38360.0,1,0,26,36,2,42,20,21,10,2,2,1,4,3,False,False,False,False,False,False,False,Australia,131,2013-05-31,25,18-25,False,9
1081,1957,PhD,Married,75283.0,1,2,26,733,9,180,12,19,66,11,6,3,5,4,False,False,False,False,False,False,False,Saudi Arabia,1019,2013-03-27,57,45-60,False,25
7458,1956,Master,Married,34941.0,1,1,26,39,2,25,4,3,24,2,3,0,3,8,False,False,False,False,False,False,False,Australia,97,2013-03-06,58,45-60,False,8
1012,1952,Graduate,Single,61823.0,0,1,26,523,7,134,37,14,169,4,8,2,10,7,False,False,False,False,False,False,False,Australia,884,2013-02-18,62,60+,False,24
5453,1956,Master,Married,90226.0,0,0,26,1083,108,649,253,151,108,1,4,7,12,2,False,False,False,True,False,False,False,Saudi Arabia,2352,2012-09-26,58,45-60,False,24
6818,1974,Graduate,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,False,False,False,False,False,False,False,Spain,369,2012-09-12,40,35-45,False,16
7807,1974,Graduate,Married,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,False,False,False,False,False,False,False,Spain,369,2012-09-12,40,35-45,False,16
7532,1980,Graduate,Married,43586.0,0,1,26,99,2,11,4,0,16,3,3,0,4,8,False,False,False,False,False,False,False,Germany,132,2012-08-30,34,25-35,False,10
8346,1974,Graduate,Single,32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,True,False,False,False,False,True,False,Spain,296,2012-08-19,40,35-45,False,12
5564,1969,Graduate,Married,62882.0,0,1,26,509,133,497,78,24,97,2,7,5,6,4,False,False,False,False,False,False,False,Australia,1338,2012-08-09,45,35-45,False,20
3267,1963,Master,Married,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,False,True,False,False,False,False,False,Canada,608,2014-06-25,51,45-60,False,20
3091,1981,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,False,False,False,False,False,False,False,Saudi Arabia,823,2014-05-02,33,25-35,False,21
762,1981,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,False,False,False,False,False,False,False,Spain,823,2014-05-02,33,25-35,False,21
8029,1988,Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,False,True,True,True,False,True,False,USA,1621,2014-04-29,26,25-35,False,15
4376,1960,2n Cycle,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,True,False,False,False,False,True,False,Spain,93,2014-02-15,54,45-60,False,7
10981,1988,Graduate,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,False,False,False,False,False,False,False,Saudi Arabia,1198,2014-02-02,26,25-35,False,18
486,1988,Graduate,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,False,False,False,False,False,False,False,Canada,1198,2014-02-02,26,25-35,False,18
1158,1966,Graduate,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,False,False,False,False,False,False,False,Spain,144,2014-01-05,48,45-60,False,8
9119,1950,Graduate,Married,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,False,False,False,False,False,False,False,USA,392,2013-12-05,64,60+,False,15
6694,1964,Graduate,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,False,False,False,False,False,False,False,Spain,1068,2013-11-25,50,45-60,False,25
10573,1953,Graduate,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,True,False,False,False,False,False,False,India,421,2013-11-18,61,60+,False,18
10140,1983,PhD,Married,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,False,True,False,False,True,False,False,India,1727,2013-09-28,31,25-35,False,17
2286,1962,Graduate,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,False,False,False,False,False,False,False,Canada,114,2013-09-10,52,45-60,False,8
8420,1970,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,False,Spain,64,2013-08-03,44,35-45,False,8
10065,1970,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,False,Spain,64,2013-08-03,44,35-45,False,8
1029,1970,PhD,Married,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,False,False,False,False,False,False,False,Spain,279,2013-08-01,44,35-45,False,12
4207,1981,PhD,Married,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,True,False,True,False,False,False,False,Spain,1298,2013-05-01,33,25-35,False,25
10277,1961,Graduate,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,False,False,False,False,False,False,False,Spain,42,2013-02-21,53,45-60,False,5
4436,1976,Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,False,False,False,False,False,False,False,Spain,137,2013-02-20,38,35-45,False,8
2929,1976,Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,False,False,False,False,False,False,False,Spain,137,2013-02-20,38,35-45,False,8
6281,1966,Graduate,Divorced,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,True,False,False,False,False,False,False,Spain,982,2013-02-14,48,45-60,False,16
10390,1959,2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,False,False,False,False,False,False,False,Spain,30,2013-02-10,55,45-60,False,5
2574,1977,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,False,True,False,True,True,True,False,Spain,1230,2013-01-31,37,35-45,False,21
709,1952,Graduate,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,False,False,False,False,False,False,False,Saudi Arabia,1103,2012-12-09,62,60+,False,18
5955,1962,Graduate,Married,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,False,False,False,False,False,False,False,Spain,1932,2012-11-17,52,45-60,False,16
8486,1971,Master,Married,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,False,False,False,False,False,False,False,Spain,367,2012-10-01,43,35-45,False,17
10343,1991,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,False,False,False,False,False,False,False,India,1345,2012-09-29,23,18-25,False,19
6652,1965,Graduate,Married,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,False,False,False,False,False,False,False,Canada,1134,2014-06-09,49,45-60,False,17
8746,1989,Graduate,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,False,True,False,True,False,False,False,Spain,1188,2014-04-05,25,18-25,False,19
4686,1962,PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,False,False,True,False,False,False,False,Spain,1686,2014-04-02,52,45-60,False,24
3551,1954,Master,Married,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,False,False,False,False,False,False,False,Spain,198,2014-03-29,60,45-60,False,10
4338,1983,Graduate,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,True,False,False,False,False,False,False,Spain,44,2014-03-25,31,25-35,False,5
4444,1972,Graduate,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,False,False,False,False,False,False,False,Spain,61,2014-03-24,42,35-45,False,6
498,1970,Graduate,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,False,False,False,False,False,False,False,Spain,57,2014-02-02,44,35-45,False,7
8230,1980,Graduate,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,False,False,False,False,False,False,False,Spain,71,2014-01-23,34,25-35,False,6
2826,1967,Graduate,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,False,False,False,False,False,False,False,Spain,37,2013-10-28,47,45-60,False,7
6222,1967,Graduate,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,False,False,False,False,False,False,False,Spain,37,2013-10-28,47,45-60,False,7
7352,1957,Graduate,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,False,False,False,False,False,False,False,Canada,405,2013-10-21,57,45-60,False,17
10928,1958,Graduate,Married,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,False,False,False,False,False,False,False,Spain,599,2013-09-16,56,45-60,False,17
10736,1971,Graduate,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,False,False,False,False,False,False,False,Canada,1525,2013-09-12,43,35-45,False,22
10163,1984,PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,False,False,False,False,False,True,False,Spain,1323,2013-09-10,30,25-35,False,20
6168,1963,Graduate,Divorced,45146.0,1,1,28,33,0,5,0,0,15,2,1,1,2,4,False,False,False,False,False,False,False,India,53,2013-07-15,51,45-60,False,6
4656,1990,2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,True,False,False,False,False,False,False,Saudi Arabia,710,2013-03-30,24,18-25,False,24
626,1951,Graduate,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,False,False,False,False,False,False,False,USA,43,2013-03-09,63,60+,False,5
3870,1978,2n Cycle,Married,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,False,False,False,False,False,False,False,Germany,1006,2013-02-09,36,35-45,False,24
6299,1968,PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,True,False,False,False,False,True,False,Canada,813,2013-01-02,46,45-60,False,24
7798,1972,2n Cycle,Married,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,False,False,False,False,False,False,False,Canada,429,2012-12-14,42,35-45,False,17
9973,1963,Graduate,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,False,False,False,False,False,False,False,Spain,490,2012-10-17,51,45-60,False,19
4299,1960,Graduate,Married,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,False,False,False,False,False,True,False,Spain,1825,2012-09-21,54,45-60,False,34
10971,1977,Graduate,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,True,False,False,False,False,True,True,Spain,473,2012-09-03,37,35-45,False,16
9931,1963,PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,False,False,False,False,False,False,False,Spain,9,2014-06-23,51,45-60,False,15
6679,1966,Graduate,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,False,False,False,False,False,False,False,Spain,16,2014-06-12,48,45-60,False,4
5961,1978,Graduate,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,False,False,False,False,False,False,False,Spain,57,2014-06-07,36,35-45,False,5
6255,1952,Master,Married,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,False,False,False,False,False,False,False,Australia,334,2014-06-03,62,60+,False,13
8614,1957,Graduate,Widow,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,False,False,False,False,False,False,False,Australia,507,2014-05-12,57,45-60,False,17
7828,1981,Master,Married,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,False,False,False,False,False,False,False,Saudi Arabia,818,2014-04-30,33,25-35,False,12
1277,1960,Graduate,Married,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,False,False,False,True,False,False,False,USA,1004,2014-04-09,54,45-60,False,28
3595,1963,Graduate,Married,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,False,False,False,False,False,False,False,Spain,1138,2014-02-28,51,45-60,False,28
5735,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,False,False,True,False,False,False,False,Spain,2525,2014-02-13,23,18-25,False,18
5350,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,False,False,True,False,False,True,False,Saudi Arabia,2525,2014-02-13,23,18-25,False,18
4137,1948,Graduate,Married,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,False,False,False,False,False,False,False,Australia,1076,2013-12-06,66,60+,False,16
6357,1959,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,False,False,False,False,False,False,False,Saudi Arabia,491,2013-11-17,55,45-60,False,18
9316,1952,Basic,Married,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,False,False,False,False,False,False,False,USA,29,2013-11-02,62,60+,False,5
3578,1949,Graduate,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,False,False,False,False,False,False,False,Spain,236,2013-10-20,65,60+,False,12
153,1953,Graduate,Divorced,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,False,False,False,False,False,False,False,Spain,46,2013-10-17,61,60+,False,5
10524,1963,Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,False,False,False,False,False,False,False,Canada,795,2013-06-20,51,45-60,False,22
1518,1965,Master,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,False,False,False,False,False,False,False,Spain,749,2013-06-17,49,45-60,False,24
2036,1973,PhD,Married,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,False,False,False,False,False,False,False,India,401,2013-06-11,41,35-45,False,17
9495,1982,Graduate,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,False,False,False,False,False,False,False,Spain,1149,2013-05-08,32,25-35,False,17
2631,1982,Graduate,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,False,False,False,False,False,False,False,Spain,1149,2013-05-08,32,25-35,False,17
6312,1959,Graduate,Married,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,False,False,False,False,False,False,False,Germany,863,2013-03-17,55,45-60,False,30
615,1960,Graduate,Married,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,False,False,False,False,False,False,False,Spain,343,2013-03-11,54,45-60,False,11
4406,1970,Graduate,Married,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,False,False,False,False,False,False,False,Canada,1471,2013-01-16,44,35-45,False,25
10061,1950,Graduate,Married,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,False,False,False,False,False,False,False,USA,1088,2013-01-05,64,60+,False,25
10619,1994,Graduate,Single,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,False,False,True,False,False,True,False,Saudi Arabia,1990,2012-12-03,20,18-25,False,18
4945,1953,Graduate,Widow,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,False,False,False,False,False,False,False,Spain,1210,2012-11-07,61,60+,False,28
1777,1980,Basic,Married,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,False,False,False,False,False,False,False,Spain,74,2012-09-07,34,25-35,False,6
4023,1970,Graduate,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,False,False,False,False,False,True,False,Spain,115,2012-09-06,44,35-45,False,10
7922,1951,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,False,True,False,False,False,False,False,Saudi Arabia,966,2012-08-12,63,60+,False,25
10699,1985,Graduate,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,False,False,False,False,False,False,False,Saudi Arabia,92,2014-06-16,29,25-35,False,8
7516,1983,Graduate,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,False,Germany,45,2014-05-22,31,25-35,False,6
3129,1983,Graduate,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,False,Spain,45,2014-05-22,31,25-35,False,6
5121,1977,Graduate,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,True,False,False,False,False,False,False,Canada,761,2014-03-21,37,35-45,False,20
2186,1977,2n Cycle,Married,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,False,True,True,True,False,True,False,Spain,2257,2014-03-10,37,35-45,False,22
10548,1995,Graduate,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,False,False,False,False,False,False,False,Germany,960,2014-03-09,19,18-25,False,24
