ID,Annee_naissance,Niveau_Education,Statut_Marital,Revenu,Nb_Enfants,Nb_Ado,Nbjour_Dernier_Achat,Montant_Vins,Montant_Fruits,Montant_Viandes,Montant_Poissons,Montant_Sucreries,Montant_Or,NbAchat_Remise,NbAchat_SiteWeb,NbAchat_Catalogue,NbAchat_Magasin,NbVisit_SiteWebCeMois,Campagne3,Campagne4,Campagne5,Campagne1,Campagne2,DerniereCampagne,Plaintes,Pays,Montant_Total,NbAchat_Total,Date_Enrollement,Age,Groupe_Age,Total_Enfants,Groupe_TotalEnfants,Manquants,Revenu_capped,Age_capped
3267,1963,Master,Married,57288.0,0,1,27,527,0,21,0,0,60,3,8,1,8,6,False,True,False,False,False,False,False,Canada,608,20,2014-06-25,51,45-60,1,0,False,57288.0,51
3091,1981,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,False,False,False,False,False,False,False,Saudi Arabia,823,21,2014-05-02,33,25-35,1,0,False,75774.0,33
762,1981,2n Cycle,Married,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,False,False,False,False,False,False,False,Spain,823,21,2014-05-02,33,25-35,1,0,False,75774.0,33
8029,1988,Master,Single,90247.0,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,False,True,True,True,False,True,False,USA,1621,15,2014-04-29,26,25-35,0,0,False,90247.0,26
4376,1960,2n Cycle,Single,32218.0,0,0,27,10,24,15,13,1,30,1,2,1,3,7,True,False,False,False,False,True,False,Spain,93,7,2014-02-15,54,45-60,0,0,False,32218.0,54
10981,1988,Graduate,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,False,False,False,False,False,False,False,Saudi Arabia,1198,18,2014-02-02,26,25-35,0,0,False,84219.0,26
486,1988,Graduate,Married,84219.0,0,0,27,434,137,400,45,137,45,1,3,4,10,1,False,False,False,False,False,False,False,Canada,1198,18,2014-02-02,26,25-35,0,0,False,84219.0,26
1158,1966,Graduate,Divorced,48877.0,0,1,27,102,1,15,2,0,24,1,3,0,4,7,False,False,False,False,False,False,False,Spain,144,8,2014-01-05,48,45-60,1,0,False,48877.0,48
9119,1950,Graduate,Married,60905.0,0,1,27,208,17,76,36,17,38,2,3,3,7,2,False,False,False,False,False,False,False,USA,392,15,2013-12-05,64,60+,1,0,False,60905.0,64
6694,1964,Graduate,Married,75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,False,False,False,False,False,False,False,Spain,1068,25,2013-11-25,50,45-60,1,0,False,75236.0,50
10573,1953,Graduate,Divorced,62551.0,0,0,27,125,16,98,134,21,27,1,6,7,4,3,True,False,False,False,False,False,False,India,421,18,2013-11-18,61,60+,0,0,False,62551.0,61
10140,1983,PhD,Married,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,False,True,False,False,True,False,False,India,1727,17,2013-09-28,31,25-35,0,0,False,70123.0,31
2286,1962,Graduate,Single,50785.0,1,1,27,64,1,21,0,1,27,2,2,1,3,6,False,False,False,False,False,False,False,Canada,114,8,2013-09-10,52,45-60,2,1,False,50785.0,52
8420,1970,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,False,Spain,64,8,2013-08-03,44,35-45,0,0,False,15315.0,44
10065,1970,2n Cycle,Married,15315.0,0,0,27,7,4,13,15,8,17,2,2,0,4,5,False,False,False,False,False,False,False,Spain,64,8,2013-08-03,44,35-45,0,0,False,15315.0,44
1029,1970,PhD,Married,64413.0,0,1,27,200,5,44,0,10,20,1,5,1,5,5,False,False,False,False,False,False,False,Spain,279,12,2013-08-01,44,35-45,1,0,False,64413.0,44
4207,1981,PhD,Married,87171.0,0,0,27,1001,44,107,58,44,44,1,6,7,11,2,True,False,True,False,False,False,False,Spain,1298,25,2013-05-01,33,25-35,0,0,False,87171.0,33
10277,1961,Graduate,Single,30081.0,0,1,27,36,0,2,0,0,4,1,1,0,3,7,False,False,False,False,False,False,False,Spain,42,5,2013-02-21,53,45-60,1,0,False,30081.0,53
4436,1976,Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,False,False,False,False,False,False,False,Spain,137,8,2013-02-20,38,35-45,0,0,False,20180.0,38
2929,1976,Graduate,Single,20180.0,0,0,27,18,42,24,15,20,18,1,2,1,4,7,False,False,False,False,False,False,False,Spain,137,8,2013-02-20,38,35-45,0,0,False,20180.0,38
6281,1966,Graduate,Divorced,55686.0,0,1,27,673,0,199,37,47,26,2,6,3,5,4,True,False,False,False,False,False,False,Spain,982,16,2013-02-14,48,45-60,1,0,False,55686.0,48
10390,1959,2n Cycle,Married,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,False,False,False,False,False,False,False,Spain,30,5,2013-02-10,55,45-60,1,0,False,26887.0,55
2574,1977,PhD,Married,61996.0,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,False,True,False,True,True,True,False,Spain,1230,21,2013-01-31,37,35-45,1,0,False,61996.0,37
709,1952,Graduate,Divorced,51537.0,0,1,27,787,20,204,0,0,92,3,2,2,11,8,False,False,False,False,False,False,False,Saudi Arabia,1103,18,2012-12-09,62,60+,1,0,False,51537.0,62
5955,1962,Graduate,Married,72025.0,0,0,27,833,33,549,151,133,233,1,4,3,8,3,False,False,False,False,False,False,False,Spain,1932,16,2012-11-17,52,45-60,0,0,False,72025.0,52
8486,1971,Master,Married,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,False,False,False,False,False,False,False,Spain,367,17,2012-10-01,43,35-45,1,0,False,30538.0,43
10343,1991,2n Cycle,Single,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,False,False,False,False,False,False,False,India,1345,19,2012-09-29,23,18-25,0,0,False,61618.0,23
6652,1965,Graduate,Married,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,False,False,False,False,False,False,False,Canada,1134,17,2014-06-09,49,45-60,0,0,False,77343.0,49
8746,1989,Graduate,Married,75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,False,True,False,True,False,False,False,Spain,1188,19,2014-04-05,25,18-25,1,0,False,75433.0,25
4686,1962,PhD,Widow,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,False,False,True,False,False,False,False,Spain,1686,24,2014-04-02,52,45-60,0,0,False,82571.0,52
3551,1954,Master,Married,60033.0,0,1,28,62,1,57,19,11,48,2,2,1,5,2,False,False,False,False,False,False,False,Spain,198,10,2014-03-29,60,45-60,1,0,False,60033.0,60
4338,1983,Graduate,Single,39062.0,1,0,28,23,0,9,0,0,12,1,1,0,3,4,True,False,False,False,False,False,False,Spain,44,5,2014-03-25,31,25-35,1,0,False,39062.0,31
4444,1972,Graduate,Married,30023.0,1,0,28,11,0,16,7,6,21,1,2,0,3,8,False,False,False,False,False,False,False,Spain,61,6,2014-03-24,42,35-45,1,0,False,30023.0,42
498,1970,Graduate,Single,30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,False,False,False,False,False,False,False,Spain,57,7,2014-02-02,44,35-45,1,0,False,30015.0,44
8230,1980,Graduate,Married,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,False,False,False,False,False,False,False,Spain,71,6,2014-01-23,34,25-35,1,0,False,33228.0,34
2826,1967,Graduate,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,False,False,False,False,False,False,False,Spain,37,7,2013-10-28,47,45-60,3,2-3,False,22574.0,47
6222,1967,Graduate,Married,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,False,False,False,False,False,False,False,Spain,37,7,2013-10-28,47,45-60,3,2-3,False,22574.0,47
7352,1957,Graduate,Married,55267.0,0,1,28,161,28,136,32,3,45,4,3,4,6,3,False,False,False,False,False,False,False,Canada,405,17,2013-10-21,57,45-60,1,0,False,55267.0,57
10928,1958,Graduate,Married,66886.0,0,1,28,315,4,62,41,31,146,2,7,1,7,5,False,False,False,False,False,False,False,Spain,599,17,2013-09-16,56,45-60,1,0,False,66886.0,56
10736,1971,Graduate,Single,72258.0,0,1,28,522,0,522,227,120,134,2,6,9,5,2,False,False,False,False,False,False,False,Canada,1525,22,2013-09-12,43,35-45,1,0,False,72258.0,43
10163,1984,PhD,Single,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,False,False,False,False,False,True,False,Spain,1323,20,2013-09-10,30,25-35,0,0,False,82733.0,30
6168,1963,Graduate,Divorced,45146.0,1,1,28,33,0,5,0,0,15,2,1,1,2,4,False,False,False,False,False,False,False,India,53,6,2013-07-15,51,45-60,2,1,False,45146.0,51
4656,1990,2n Cycle,Single,51250.0,1,0,28,342,32,230,34,32,40,5,10,5,4,9,True,False,False,False,False,False,False,Saudi Arabia,710,24,2013-03-30,24,18-25,1,0,False,51250.0,24
626,1951,Graduate,Married,32871.0,1,1,28,22,2,12,0,2,5,1,1,0,3,4,False,False,False,False,False,False,False,USA,43,5,2013-03-09,63,60+,2,1,False,32871.0,63
3870,1978,2n Cycle,Married,63855.0,0,0,28,359,35,314,93,116,89,1,7,3,13,4,False,False,False,False,False,False,False,Germany,1006,24,2013-02-09,36,35-45,0,0,False,63855.0,36
6299,1968,PhD,Divorced,42564.0,0,1,28,324,48,186,39,18,198,6,6,8,4,7,True,False,False,False,False,True,False,Canada,813,24,2013-01-02,46,45-60,1,0,False,42564.0,46
7798,1972,2n Cycle,Married,46344.0,0,1,28,233,20,57,8,20,91,4,7,1,5,7,False,False,False,False,False,False,False,Canada,429,17,2012-12-14,42,35-45,1,0,False,46344.0,42
9973,1963,Graduate,Married,50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,False,False,False,False,False,False,False,Spain,490,19,2012-10-17,51,45-60,2,1,False,50437.0,51
4299,1960,Graduate,Married,70971.0,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,False,False,False,False,False,True,False,Spain,1825,34,2012-09-21,54,45-60,1,0,False,70971.0,54
10971,1977,Graduate,Single,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,True,False,False,False,False,True,True,Spain,473,16,2012-09-03,37,35-45,2,1,False,37774.0,37
9931,1963,PhD,Married,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,False,False,False,False,False,False,False,Spain,9,15,2014-06-23,51,45-60,2,1,False,8857.2,51
6679,1966,Graduate,Single,33279.0,0,0,29,10,3,3,0,0,0,1,0,0,3,3,False,False,False,False,False,False,False,Spain,16,4,2014-06-12,48,45-60,0,0,False,33279.0,48
5961,1978,Graduate,Married,42693.0,1,0,29,8,4,20,6,3,16,1,1,0,3,5,False,False,False,False,False,False,False,Spain,57,5,2014-06-07,36,35-45,1,0,False,42693.0,36
6255,1952,Master,Married,70545.0,0,1,29,138,39,63,55,18,21,1,4,1,7,2,False,False,False,False,False,False,False,Australia,334,13,2014-06-03,62,60+,1,0,False,70545.0,62
8614,1957,Graduate,Widow,65486.0,0,1,29,245,19,125,37,67,14,1,4,2,10,2,False,False,False,False,False,False,False,Australia,507,17,2014-05-12,57,45-60,1,0,False,65486.0,57
7828,1981,Master,Married,77882.0,0,0,29,68,129,396,188,22,15,1,3,3,5,1,False,False,False,False,False,False,False,Saudi Arabia,818,12,2014-04-30,33,25-35,0,0,False,77882.0,33
1277,1960,Graduate,Married,78468.0,0,0,29,434,22,388,104,22,34,1,10,7,10,4,False,False,False,True,False,False,False,USA,1004,28,2014-04-09,54,45-60,0,0,False,78468.0,54
3595,1963,Graduate,Married,77226.0,0,1,29,631,43,239,128,76,21,2,6,8,12,3,False,False,False,False,False,False,False,Spain,1138,28,2014-02-28,51,45-60,1,0,False,77226.0,51
5735,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,False,False,True,False,False,False,False,Spain,2525,18,2014-02-13,23,18-25,0,0,False,90638.0,23
5350,1991,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,1,3,4,10,1,False,False,True,False,False,True,False,Saudi Arabia,2525,18,2014-02-13,23,18-25,0,0,False,90638.0,23
4137,1948,Graduate,Married,70666.0,0,0,29,398,40,367,119,122,30,1,7,4,4,4,False,False,False,False,False,False,False,Australia,1076,16,2013-12-06,66,60+,0,0,False,70666.0,66
6357,1959,2n Cycle,Divorced,59052.0,0,1,29,230,35,75,63,57,31,3,7,1,7,5,False,False,False,False,False,False,False,Saudi Arabia,491,18,2013-11-17,55,45-60,1,0,False,59052.0,55
9316,1952,Basic,Married,13084.0,0,0,29,2,0,7,3,7,10,1,1,0,3,6,False,False,False,False,False,False,False,USA,29,5,2013-11-02,62,60+,0,0,False,13084.0,62
3578,1949,Graduate,Divorced,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,False,False,False,False,False,False,False,Spain,236,12,2013-10-20,65,60+,1,0,False,49160.0,65
153,1953,Graduate,Divorced,23272.0,0,0,29,19,3,6,4,2,12,1,1,0,3,4,False,False,False,False,False,False,False,Spain,46,5,2013-10-17,61,60+,0,0,False,23272.0,61
10524,1963,Master,Divorced,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,False,False,False,False,False,False,False,Canada,795,22,2013-06-20,51,45-60,1,0,False,49476.0,51
1518,1965,Master,Married,62694.0,1,1,29,379,6,157,25,91,91,5,9,3,7,7,False,False,False,False,False,False,False,Spain,749,24,2013-06-17,49,45-60,2,1,False,62694.0,49
2036,1973,PhD,Married,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,False,False,False,False,False,False,False,India,401,17,2013-06-11,41,35-45,1,0,False,57906.0,41
9495,1982,Graduate,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,False,False,False,False,False,False,False,Spain,1149,17,2013-05-08,32,25-35,0,0,False,71853.0,32
2631,1982,Graduate,Married,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,False,False,False,False,False,False,False,Spain,1149,17,2013-05-08,32,25-35,0,0,False,71853.0,32
6312,1959,Graduate,Married,65031.0,0,1,29,258,107,291,84,37,86,4,10,3,13,7,False,False,False,False,False,False,False,Germany,863,30,2013-03-17,55,45-60,1,0,False,65031.0,55
615,1960,Graduate,Married,30507.0,0,0,29,65,36,74,38,20,110,1,5,1,4,7,False,False,False,False,False,False,False,Spain,343,11,2013-03-11,54,45-60,0,0,False,30507.0,54
4406,1970,Graduate,Married,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,False,False,False,False,False,False,False,Canada,1471,25,2013-01-16,44,35-45,1,0,False,67419.0,44
10061,1950,Graduate,Married,59462.0,0,1,29,724,17,143,0,8,196,2,9,2,12,7,False,False,False,False,False,False,False,USA,1088,25,2013-01-05,64,60+,1,0,False,59462.0,64
10619,1994,Graduate,Single,95529.0,0,0,29,770,29,890,250,27,24,1,7,3,7,3,False,False,True,False,False,True,False,Saudi Arabia,1990,18,2012-12-03,20,18-25,0,0,False,94199.86000000003,22
4945,1953,Graduate,Widow,53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,False,False,False,False,False,False,False,Spain,1210,28,2012-11-07,61,60+,0,0,False,53653.0,61
1777,1980,Basic,Married,25965.0,0,0,29,2,2,11,41,7,11,1,2,0,3,8,False,False,False,False,False,False,False,Spain,74,6,2012-09-07,34,25-35,0,0,False,25965.0,34
4023,1970,Graduate,Married,22979.0,1,0,29,16,17,19,20,21,22,3,3,2,2,8,False,False,False,False,False,True,False,Spain,115,10,2012-09-06,44,35-45,1,0,False,22979.0,44
7922,1951,PhD,Single,64950.0,0,1,29,819,0,72,12,0,63,2,11,2,10,7,False,True,False,False,False,False,False,Saudi Arabia,966,25,2012-08-12,63,60+,1,0,False,64950.0,63
10699,1985,Graduate,Married,44322.0,1,0,30,46,0,40,3,0,3,2,3,0,3,8,False,False,False,False,False,False,False,Saudi Arabia,92,8,2014-06-16,29,25-35,1,0,False,44322.0,29
7516,1983,Graduate,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,False,Germany,45,6,2014-05-22,31,25-35,1,0,False,30096.0,31
3129,1983,Graduate,Married,30096.0,1,0,30,5,3,11,12,5,9,1,2,0,3,6,False,False,False,False,False,False,False,Spain,45,6,2014-05-22,31,25-35,1,0,False,30096.0,31
5121,1977,Graduate,Single,56628.0,0,1,30,479,5,82,7,17,171,2,7,6,5,5,True,False,False,False,False,False,False,Canada,761,20,2014-03-21,37,35-45,1,0,False,56628.0,37
2186,1977,2n Cycle,Married,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,False,True,True,True,False,True,False,Spain,2257,22,2014-03-10,37,35-45,0,0,False,82326.0,37
10548,1995,Graduate,Single,71163.0,0,0,30,283,17,372,138,106,44,1,3,8,12,1,False,False,False,False,False,False,False,Germany,960,24,2014-03-09,19,18-25,0,0,False,71163.0,22
6384,1978,Graduate,Divorced,71022.0,0,1,30,909,12,278,0,12,242,3,5,2,11,8,True,False,False,False,False,False,False,USA,1453,21,2014-02-11,36,35-45,1,0,False,71022.0,36
2625,1954,2n Cycle,Single,42607.0,0,1,30,156,29,56,30,32,47,2,3,2,7,3,False,False,False,False,False,False,False,Saudi Arabia,350,14,2013-11-17,60,45-60,1,0,False,42607.0,60
1676,1975,Graduate,Married,43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,False,False,False,False,False,False,False,Spain,266,15,2013-10-30,39,35-45,1,0,False,43057.0,39
5534,1975,Master,Married,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,True,False,False,False,False,False,False,Spain,224,10,2013-10-20,39,35-45,1,0,False,47808.0,39
6859,1987,Graduate,Single,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,False,False,False,False,False,False,False,Spain,99,9,2013-10-08,27,25-35,1,0,False,29236.0,27
271,1969,Graduate,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,True,False,False,False,False,False,False,Canada,258,15,2013-10-02,45,35-45,2,1,False,40590.0,45
7699,1969,Graduate,Widow,40590.0,1,1,30,154,0,50,6,11,37,5,3,4,3,6,True,False,False,False,False,False,False,Canada,258,15,2013-10-02,45,35-45,2,1,False,40590.0,45
7832,1959,Master,Married,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,True,False,True,True,False,True,False,Spain,1526,23,2013-08-28,55,45-60,1,0,False,77520.0,55
938,1981,Graduate,Married,40211.0,1,1,30,51,1,7,2,1,25,2,2,1,2,8,True,False,False,False,False,False,False,Spain,87,7,2013-07-30,33,25-35,2,1,False,40211.0,33
7873,1973,PhD,Married,63516.0,1,1,30,141,11,114,15,14,5,4,4,1,7,5,False,False,False,False,False,False,False,Canada,300,16,2013-07-06,41,35-45,2,1,False,63516.0,41
9967,1974,Graduate,Divorced,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,False,False,False,False,False,False,False,USA,447,22,2013-05-30,40,35-45,2,1,False,53034.0,40
1087,1975,Master,Married,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,False,False,False,False,False,True,False,Spain,173,10,2013-05-22,39,35-45,1,0,False,22669.0,39
8314,1982,Graduate,Married,79908.0,0,0,30,557,129,761,29,185,111,1,5,6,7,2,False,False,True,False,False,False,False,Spain,1772,19,2013-04-05,32,25-35,0,0,False,79908.0,32
3762,1986,PhD,Single,69867.0,0,0,30,196,0,512,33,130,54,1,3,5,8,1,False,False,False,True,False,True,False,Saudi Arabia,925,17,2013-04-02,28,25-35,0,0,False,69867.0,28
10383,1966,Graduate,Divorced,70287.0,0,0,30,295,35,482,121,120,40,1,5,5,10,3,False,False,False,False,False,True,False,Australia,1093,21,2013-04-02,48,45-60,0,0,False,70287.0,48
6798,1966,Graduate,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,False,False,False,False,False,True,False,Saudi Arabia,433,23,2013-03-20,48,45-60,2,1,False,37070.0,48
4168,1966,Graduate,Single,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,False,False,False,False,False,True,False,Spain,433,23,2013-03-20,48,45-60,2,1,False,37070.0,48
6690,1966,Master,Married,38179.0,1,1,30,38,4,22,4,2,20,4,3,1,3,7,False,False,False,False,False,False,False,Saudi Arabia,90,11,2013-03-14,48,45-60,2,1,False,38179.0,48
10602,1983,Graduate,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,False,False,False,False,False,False,False,India,156,9,2013-02-14,31,25-35,1,0,False,39922.0,31
3220,1983,Graduate,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,False,False,False,False,False,False,False,Germany,156,9,2013-02-14,31,25-35,1,0,False,39922.0,31
5424,1983,Graduate,Married,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,False,False,False,False,False,False,False,Saudi Arabia,156,9,2013-02-14,31,25-35,1,0,False,39922.0,31
7488,1963,Master,Single,64191.0,0,1,30,420,15,186,151,38,15,3,5,3,13,3,False,False,False,False,False,False,False,Spain,825,24,2013-01-22,51,45-60,1,0,False,64191.0,51
5289,1975,2n Cycle,Single,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,False,False,False,False,False,False,False,Australia,72,6,2012-11-09,39,35-45,2,1,False,41658.0,39
347,1976,Graduate,Divorced,40780.0,0,1,30,229,27,71,13,3,34,4,7,1,5,9,False,False,False,False,False,False,False,Canada,377,17,2012-09-08,38,35-45,1,0,False,40780.0,38
5236,1979,Graduate,Married,77568.0,0,1,30,1230,0,396,232,178,158,1,10,2,8,5,False,True,True,True,False,False,False,Spain,2194,21,2012-08-25,35,25-35,1,0,False,77568.0,35
9478,1985,Graduate,Single,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,False,False,False,False,False,False,False,Spain,401,15,2012-08-14,29,25-35,1,0,False,66503.0,29
477,1986,Graduate,Married,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,True,False,True,True,True,True,False,Spain,2157,22,2014-06-17,28,25-35,0,0,False,83512.0,28
7411,1964,PhD,Married,31686.0,1,1,31,11,0,5,0,0,1,2,1,0,3,6,False,False,False,False,False,False,False,Saudi Arabia,17,6,2014-06-05,50,45-60,2,1,False,31686.0,50
3107,1976,Graduate,Married,71322.0,0,1,31,121,24,124,24,15,42,1,4,1,7,2,False,False,False,False,False,False,False,Australia,350,13,2014-05-02,38,35-45,1,0,False,71322.0,38
7437,1988,Graduate,Single,27938.0,1,0,31,13,0,8,2,1,5,1,1,0,4,3,False,False,False,False,False,False,False,Australia,29,6,2014-04-28,26,25-35,1,0,False,27938.0,26
255,1951,Graduate,Divorced,22263.0,1,1,31,17,0,2,0,0,2,2,1,0,3,6,False,False,False,False,False,False,True,Spain,21,6,2014-03-30,63,60+,2,1,False,22263.0,63
3790,1956,Graduate,Married,34633.0,2,1,31,8,1,5,0,0,1,1,1,0,2,6,False,False,False,False,False,False,False,Saudi Arabia,15,4,2014-01-23,58,45-60,3,2-3,False,34633.0,58
749,1981,Graduate,Married,42162.0,1,0,31,46,7,59,2,4,27,2,3,1,3,6,True,False,False,False,False,True,False,Spain,145,9,2013-11-19,33,25-35,1,0,False,42162.0,33
1503,1976,PhD,Married,162397.0,1,1,31,85,1,16,2,1,2,0,0,0,1,1,False,False,False,False,False,False,False,Spain,107,1,2013-06-03,38,35-45,2,1,False,94199.86000000003,38
8650,1978,Graduate,Widow,54162.0,1,1,31,5,6,10,6,5,10,1,1,0,3,4,False,False,False,False,False,False,False,Spain,42,5,2013-03-18,36,35-45,2,1,False,54162.0,36
607,1955,2n Cycle,Divorced,41769.0,0,1,31,302,29,131,32,0,27,6,8,1,7,8,False,False,False,False,False,False,False,India,521,22,2013-02-13,59,45-60,1,0,False,41769.0,59
1008,1981,PhD,Married,44953.0,0,0,31,728,17,133,11,8,124,1,7,3,13,6,True,False,False,False,False,False,False,Germany,1021,24,2012-12-21,33,25-35,0,0,False,44953.0,33
9396,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,False,False,False,False,False,False,False,Saudi Arabia,25,4,2012-11-23,36,35-45,1,0,False,37717.0,36
933,1978,PhD,Married,37717.0,1,0,31,9,0,6,4,1,5,1,1,0,2,9,False,False,False,False,False,False,False,Spain,25,4,2012-11-23,36,35-45,1,0,False,37717.0,36
5710,1970,Graduate,Married,40548.0,0,1,31,110,0,5,2,0,3,2,2,1,4,5,False,True,False,False,False,False,False,Australia,120,9,2012-10-10,44,35-45,1,0,False,40548.0,44
2882,1975,2n Cycle,Divorced,67893.0,0,1,31,711,28,142,49,18,47,2,3,2,9,8,False,False,False,False,False,False,False,Saudi Arabia,995,16,2012-10-01,39,35-45,1,0,False,67893.0,39
2379,1953,Graduate,Single,69267.0,0,0,31,778,44,499,95,73,146,2,3,4,5,7,False,False,False,False,False,True,False,Saudi Arabia,1635,14,2012-09-22,61,60+,0,0,False,69267.0,61
5342,1976,Basic,Divorced,9548.0,1,0,31,0,1,3,10,6,9,2,1,0,3,8,False,False,False,False,False,False,False,Canada,29,6,2012-08-08,38,35-45,1,0,False,9548.0,38
3262,1958,Graduate,Single,68281.0,0,0,31,995,112,417,42,48,41,1,2,9,13,5,False,False,False,False,False,True,False,Spain,1655,25,2012-08-07,56,45-60,0,0,False,68281.0,56
5832,1960,2n Cycle,Married,92556.0,0,0,32,493,183,352,184,23,28,0,3,5,13,0,False,False,False,False,False,False,False,Spain,1263,21,2014-04-20,54,45-60,0,0,False,92556.0,54
5025,1979,Graduate,Single,48526.0,1,0,32,23,17,23,43,20,9,1,2,1,4,3,False,False,False,False,False,False,False,Spain,135,8,2013-12-24,35,25-35,1,0,False,48526.0,35
569,1991,Graduate,Single,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,False,True,True,True,False,True,False,Spain,1991,19,2013-12-14,23,18-25,0,0,False,90273.0,23
3102,1981,2n Cycle,Married,19414.0,1,0,32,2,3,12,3,5,7,1,1,0,3,8,False,False,False,False,False,False,False,Canada,32,5,2013-10-16,33,25-35,1,0,False,19414.0,33
9449,1958,PhD,Single,79761.0,0,1,32,415,5,124,15,35,11,1,5,2,11,3,False,False,False,False,False,False,False,Saudi Arabia,605,19,2013-10-04,56,45-60,1,0,False,79761.0,56
8104,1951,PhD,Married,53312.0,0,0,32,241,0,12,0,0,25,1,5,1,5,7,False,False,False,False,False,False,False,Spain,278,12,2013-08-09,63,60+,0,0,False,53312.0,63
75,1982,2n Cycle,Married,41039.0,0,0,32,34,11,137,179,61,45,1,8,1,5,8,False,False,False,False,False,False,False,USA,467,15,2013-07-25,32,25-35,0,0,False,41039.0,32
6421,1961,Graduate,Married,88347.0,0,0,32,1050,178,555,77,138,118,1,4,7,9,1,False,False,False,True,False,False,False,Spain,2116,21,2013-07-03,53,45-60,0,0,False,88347.0,53
3037,1983,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,False,False,False,False,False,False,False,Canada,410,16,2013-06-20,31,25-35,0,0,False,50150.0,31
4698,1983,PhD,Married,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,False,False,False,False,False,False,False,Spain,410,16,2013-06-20,31,25-35,0,0,False,50150.0,31
948,1971,Graduate,Single,10245.0,1,0,32,4,7,7,6,4,13,3,1,2,2,5,False,False,False,False,False,False,False,Spain,41,8,2013-05-15,43,35-45,1,0,False,10245.0,43
6177,1985,PhD,Married,33454.0,1,0,32,76,10,56,3,1,23,2,4,0,4,8,False,False,False,False,False,False,False,USA,169,10,2013-05-08,29,25-35,1,0,False,33454.0,29
3517,1952,Graduate,Single,40887.0,1,1,32,50,4,44,10,10,43,3,3,1,3,9,False,False,False,False,False,True,False,Spain,161,10,2013-05-06,62,60+,2,1,False,40887.0,62
